,AFG,,,ALB,DZA,AGO,,ARG,ARM,,,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BOL,BIH,,BRA,BGR,BFA,BDI,,KHM,CMR,CAN,,CAF,TCD,CHL,CHN,,,,COL,COG,CRI,,HRV,CUB,CYP,CZE,,COD,DNK,DJI,DOM,,ECU,,EGY,SLV,GNQ,EST,ETH,,,,FJI,FIN,,,,,,,,,,,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GLP,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KWT,KGZ,,LAO,LVA,LBN,LBR,LBY,LTU,MDG,MWI,MYS,MLI,MLT,MRT,MUS,MEX,MNG,MAR,MOZ,MMR,NPL,,NLD,,,NZL,NIC,NER,NGA,NOR,,OMN,,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,MDA,ROU,RUS,RWA,WSM,SAU,SEN,SYC,SLE,SGP,SVK,SVN,SOM,ZAF,ESP,LKA,SHN,,,SDN,SUR,SWE,CHE,SYR,,TJK,TZA,MKD,THA,TGO,TTO,TUN,TUR,TKM,UGA,GBR,UKR,ARE,URY,,USA,UZB,VEN,VNM,,YEM,,ZMB,ZWE
PAN,NA,NA,NA,NA,33751,NA,NA,27634,NA,NA,NA,12366,9541,NA,NA,NA,NA,NA,NA,110347,NA,NA,NA,NA,NA,NA,91892,1289,NA,NA,NA,NA,NA,43008,NA,NA,NA,40620,1286102,41176,NA,NA,213959,NA,NA,NA,NA,NA,NA,9709,NA,NA,48098,NA,NA,NA,386636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23527,NA,NA,NA,NA,NA,NA,NA,NA,NA,112873,NA,NA,NA,223659,NA,NA,96859,NA,NA,NA,NA,NA,NA,NA,NA,1394,NA,NA,195468,NA,NA,NA,8958,20207,741658,NA,6478289,NA,NA,NA,NA,NA,1271866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189834,NA,NA,NA,NA,392481,NA,NA,NA,NA,NA,NA,32506,NA,NA,20878,NA,NA,NA,166429,NA,NA,NA,11024,NA,NA,NA,73946,28311,31026,14030,NA,NA,7448,76164,NA,NA,NA,NA,NA,NA,1025904,3569,NA,NA,2185,272270,NA,NA,NA,NA,NA,NA,64440,187920,NA,NA,NA,NA,NA,NA,NA,NA,NA,33759,NA,NA,76541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1333155,NA,NA,NA,NA,NA,NA,NA,20982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1215,NA,NA,NA,NA,221295,7144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,4796,NA,NA,NA,135669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37132,NA,NA,NA,NA,NA,45968,NA,406067,NA,NA,NA,NA,NA,126698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17634,NA,NA,59707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22035,NA,NA,NA,NA,NA,824,NA,NA,NA,NA,NA,NA,236332,NA,NA,NA,NA,2646,NA,NA,NA,NA,NA,NA,6812,NA,NA,NA,NA,NA,NA,47368,NA,NA,NA,NA,NA,NA,90628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY,NA,NA,NA,NA,NA,NA,NA,869992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2900,NA,NA,NA,NA,NA,NA,1184980,NA,NA,NA,NA,NA,NA,4209,NA,NA,NA,108751,85683,13304,NA,NA,4314,NA,NA,NA,NA,NA,NA,NA,NA,NA,1475,NA,NA,NA,2402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,37204,NA,NA,NA,44759,NA,NA,2137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428,NA,NA,NA,21886,NA,94523,NA,72790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9457,NA,NA,NA,NA,NA,NA,40896,NA,NA,NA,NA,NA,NA,1201,NA,NA,NA,NA,NA,NA,NA,35653,596,222,1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9007,1076,NA,NA,4846,76854,NA,NA,NA,NA,NA,NA,NA,12344,NA,NA,NA,NA,NA,6106,NA,NA,NA,1063,NA,NA,36296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PER,NA,NA,NA,NA,6428,NA,NA,352073,NA,NA,NA,69940,29146,NA,NA,NA,NA,NA,NA,125114,NA,NA,NA,134422,NA,NA,593971,20927,NA,NA,NA,NA,NA,337429,NA,NA,NA,638863,843608,26075,NA,NA,535021,NA,13360,NA,NA,2107,NA,11736,NA,NA,31857,NA,12088,NA,394102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44358,NA,NA,NA,NA,NA,NA,NA,NA,NA,251075,NA,NA,NA,471453,1061,NA,4052,NA,NA,27113,NA,NA,NA,NA,NA,15957,NA,NA,72291,NA,NA,NA,15271,18118,261518,2890,831370,NA,21100,NA,NA,5803,358679,NA,NA,NA,NA,18654,NA,NA,NA,3652,930,NA,50899,NA,NA,NA,NA,424948,NA,4328,NA,NA,NA,25618,94277,NA,NA,37636,NA,NA,69208,78021,NA,NA,NA,2292,73946,NA,35653,NA,38340,25237,6889,NA,NA,14741,42658,NA,NA,2440,NA,NA,NA,16108,9039,1414,NA,23379,378354,4991,NA,NA,NA,NA,NA,77621,71159,2142,187268,NA,NA,NA,105266,NA,22889,NA,17835,NA,NA,299853,NA,32891,22450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHL,NA,NA,NA,NA,3765,NA,NA,38896,NA,NA,NA,1200146,83912,NA,NA,8621,15361,4481,NA,260575,2962,647,NA,NA,NA,NA,251316,2190,NA,NA,NA,2104,NA,1233829,NA,NA,NA,111713,2521603,3503430,NA,NA,6966,NA,34699,2856,NA,448,387,27648,NA,NA,79795,NA,NA,NA,NA,NA,5920,NA,NA,NA,NA,NA,NA,NA,1258,458005,NA,NA,NA,NA,NA,NA,NA,NA,NA,847529,NA,NA,NA,2531776,NA,NA,10576,NA,NA,NA,NA,NA,NA,NA,1012,203009,NA,NA,899844,NA,831329,NA,479177,389155,449203,3319,13646174,10248,474,3456,13801,NA,4280500,36944,NA,NA,NA,NA,NA,NA,NA,455,NA,5524,3214469,2315,2862,NA,538,636737,NA,3222,759,11390,NA,2037,3452818,NA,NA,210412,NA,NA,NA,37374,NA,224634,NA,28497,28311,22035,596,38340,NA,58407,14412,183270,NA,5261,266331,NA,NA,1127900,NA,NA,NA,5634505,13329,5798,NA,87346,240886,8953,NA,596,NA,NA,NA,175784,272654,NA,5703207,NA,NA,NA,2106642,NA,NA,1221,36668,NA,NA,2176020,NA,993902,3951,28120,NA,NA,NA,NA,NA,NA,NA,NA,NA
POL,3844,NA,NA,NA,54682,NA,NA,92311,NA,NA,NA,71592,1600060,26241,NA,NA,17905,NA,370849,2306837,NA,1894,NA,474,28910,NA,385961,120590,494,2134,NA,NA,7035,340017,NA,NA,4953,19514,1465608,50438,3060,NA,37457,NA,20671,54212,92273,NA,42085,2697037,NA,NA,1509231,NA,3161,NA,89553,NA,85803,NA,NA,109251,5114,NA,NA,NA,789,1168453,NA,NA,NA,NA,NA,NA,NA,NA,NA,4884384,NA,NA,6822,22882612,10596,NA,280647,8218,NA,7630,709,NA,NA,NA,10180,1406364,20400,NA,212876,NA,42017,NA,373799,188003,5989005,3264,1117029,4871,133593,9799,NA,8908,791237,NA,5743,NA,NA,212902,NA,75557,14888,797977,NA,NA,299457,1685,13901,2010,NA,149177,NA,108360,265,NA,NA,785,2932897,NA,NA,16658,NA,NA,30882,774825,NA,620,NA,32410,31026,NA,222,25237,58407,NA,336919,383,43023,311629,5673583,NA,NA,71130,1373,NA,NA,159138,1101376,377418,NA,92860,1690498,19629,NA,52379,NA,7977,1011,2323403,869129,13964,519897,10848,4215,15568,216270,7499,NA,34821,368477,13080,12168,3566617,1227427,34325,10340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRT,NA,NA,NA,NA,97157,384629,42193,196810,NA,NA,NA,124765,546639,4942,3165,6540,7196,NA,5386,2663978,NA,5016,NA,467,NA,NA,607433,28012,10544,NA,NA,1113,58701,260220,NA,NA,34627,74743,392003,86723,19369,NA,97455,21399,31006,27232,7892,22259,14605,174406,NA,NA,594515,NA,8002,NA,15625,2535,158555,5916,7810,14060,NA,NA,NA,NA,NA,383908,NA,NA,NA,NA,NA,NA,NA,NA,NA,7164984,32161,NA,NA,10736628,9256,3406,159239,NA,NA,4396,2970,149380,NA,NA,4911,179983,121290,NA,47952,NA,362599,NA,355526,152725,3840418,10373,1114896,11730,8617,3897,706,NA,435468,16200,NA,NA,NA,5496,9671,3821,59629,57973,6550,12464,87415,14504,17159,13572,18515,231478,NA,128949,96795,NA,NA,3902,2543238,NA,NA,26642,1386,2879,823025,883540,NA,652,NA,84142,14030,NA,1721,6889,14412,336919,NA,NA,6360,42646,256649,NA,NA,427913,19684,1589,NA,71288,31103,22365,NA,190508,14248403,8467,892,2194,NA,3143,NA,842543,621476,70590,129457,NA,NA,2044,167537,1581,9175,50890,260885,NA,13725,4848240,28189,34306,9934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QAT,NA,NA,NA,NA,NA,NA,NA,12303,NA,NA,NA,115783,NA,NA,NA,NA,NA,NA,NA,26292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20987,NA,NA,NA,3117,468150,15477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180346,NA,NA,NA,215289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20255,NA,22338,NA,12172,NA,179220,NA,6144928,NA,NA,NA,NA,NA,2489894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63778,NA,NA,NA,NA,1073,NA,4455,NA,NA,NA,NA,61275,NA,NA,63804,NA,NA,NA,NA,NA,23614,NA,66932,NA,NA,NA,NA,183270,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168790,NA,NA,NA,33262,86437,NA,NA,NA,NA,NA,NA,26655,63375,NA,NA,NA,NA,NA,302543,NA,NA,4118,18354,NA,NA,280673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9319,NA,NA,NA,NA,NA,NA,11563,NA,NA,NA,NA,NA,NA,NA,14932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,31487,NA,NA,NA,171559,NA,NA,15715,NA,NA,NA,NA,NA,NA,NA,NA,15912,NA,NA,NA,NA,NA,NA,NA,2000,108009,NA,NA,NA,7998,NA,NA,NA,3391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43023,6360,NA,NA,103892,612059,NA,NA,NA,NA,NA,NA,NA,NA,2878,NA,NA,20445,NA,NA,NA,NA,NA,NA,8315,7884,NA,NA,NA,NA,NA,NA,NA,NA,NA,28930,NA,NA,11437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROU,NA,NA,NA,NA,NA,NA,398199,15962,NA,NA,NA,98416,594829,3316,NA,2397,4277,NA,27098,444137,NA,1928,NA,NA,22320,NA,184966,316446,NA,5751,NA,NA,2905,119013,NA,NA,NA,4354,276655,31766,NA,NA,23629,NA,1205,7434,21069,20012,20588,225940,NA,NA,76154,NA,NA,NA,18354,NA,179625,NA,NA,5641,3447,NA,NA,NA,NA,62498,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650805,513,NA,3840,3841529,4954,NA,656543,NA,NA,NA,3610,NA,NA,NA,NA,832517,1284,NA,29774,NA,39648,NA,94066,150383,4769967,NA,217047,18196,306132,2426,NA,NA,242055,NA,1160,NA,NA,653,35593,NA,NA,2458,NA,3933,43096,NA,15350,NA,NA,33665,NA,40083,329,NA,NA,NA,562103,NA,NA,2949,8704,NA,NA,96890,NA,NA,NA,9330,7448,NA,NA,14741,5261,311629,42646,NA,103892,NA,1237781,NA,NA,46104,NA,NA,NA,19852,138463,110090,NA,16486,283533,6273,NA,1707,NA,3814,NA,296343,202920,79764,156809,NA,2133,14371,44727,NA,NA,36800,934492,4027,2833,1049534,225239,50370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUS,15401,NA,NA,6386,281708,NA,NA,218127,62406,NA,NA,186261,995446,276220,NA,NA,104891,NA,9299400,2370459,NA,NA,NA,1258,77603,NA,1060260,1755747,NA,NA,NA,1110,1768,645648,NA,NA,NA,88789,7999868,404811,NA,NA,104339,NA,13474,90916,332251,382083,857782,2511586,NA,1294,868340,NA,NA,NA,192255,NA,433856,37617,NA,977744,56680,NA,NA,NA,NA,5110086,NA,NA,NA,NA,NA,NA,NA,NA,NA,6097273,NA,NA,119294,19601059,18714,382968,1353041,NA,NA,29288,90163,NA,NA,811,16783,3107161,13500,NA,181021,NA,873207,NA,213711,1865056,10706947,38491,5187432,34146,4645995,19045,NA,41956,2992203,NA,173252,NA,NA,1433723,180136,NA,NA,2190545,5731,NA,274481,NA,59494,9618,NA,193447,136106,310124,NA,NA,3526,NA,4246768,NA,NA,73751,8751,NA,284729,1031846,NA,7031,NA,88271,76164,824,NA,42658,266331,5673583,256649,NA,612059,1237781,NA,NA,NA,124294,NA,NA,NA,492019,2324874,428256,NA,144248,2777783,56236,NA,2820977,NA,7918,NA,962130,2642914,92820,1463110,282665,7758,83311,456951,NA,NA,165407,4793555,589131,2280,3401422,8360073,198140,21439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7818,NA,NA,NA,24403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3640,NA,8850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620,NA,NA,NA,7605,1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66211,NA,NA,NA,NA,NA,NA,NA,1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAU,NA,NA,NA,NA,NA,NA,NA,63853,NA,NA,NA,1839804,240904,NA,NA,NA,NA,NA,NA,628642,NA,NA,NA,NA,NA,NA,1437187,13187,NA,NA,NA,NA,NA,896950,NA,NA,NA,147569,3143150,252043,NA,NA,8299,NA,NA,NA,NA,NA,NA,36981,NA,NA,225857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161414,NA,NA,NA,NA,NA,NA,NA,NA,NA,4484163,NA,NA,NA,3457879,NA,NA,994135,NA,NA,NA,NA,NA,NA,NA,NA,27980,NA,NA,2046128,NA,148807,NA,272606,NA,3264173,NA,17356309,NA,NA,NA,NA,NA,10660906,606801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932010,NA,NA,NA,NA,470983,NA,641453,NA,NA,NA,NA,3230513,NA,NA,448976,NA,NA,21407,65592,NA,235640,NA,1293620,NA,NA,NA,2440,1127900,71130,427913,NA,NA,46104,124294,NA,NA,NA,NA,NA,NA,4471186,NA,8492,NA,2293860,2005971,NA,NA,NA,NA,NA,NA,614935,1097724,NA,2998663,NA,NA,NA,1426922,NA,NA,78706,1165974,NA,NA,3403990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8428,NA,NA,NA,NA,NA,NA,121805,NA,NA,NA,NA,NA,NA,10573,NA,NA,NA,NA,NA,NA,22093,NA,NA,NA,NA,49395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633884,NA,NA,NA,45931,NA,NA,22977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23881,NA,145561,NA,39489,NA,NA,NA,NA,NA,9488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454,NA,15527,NA,NA,NA,NA,48938,NA,NA,NA,NA,NA,357098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373,19684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,NA,11883,94338,NA,NA,NA,NA,NA,NA,4795,8819,NA,NA,NA,NA,NA,107759,NA,NA,9658,NA,NA,NA,60663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198,NA,NA,NA,NA,NA,NA,4043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,62278,NA,NA,NA,17672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5644,NA,NA,NA,NA,NA,43226,NA,13349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17219,NA,NA,1772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96766,NA,NA,NA,29615,19846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11323,NA,NA,NA,NA,NA,NA,71492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4288,NA,NA,NA,NA,NA,NA,21526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46755,NA,NA,NA,11213,NA,NA,73684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,NA,4576,NA,NA,NA,5641,NA,NA,NA,NA,NA,4520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2649,NA,NA,NA,NA,NA,NA,NA,3058,NA,NA,NA,NA,NA,NA,1939,NA,NA,NA,NA,NA,NA,108159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGP,6179,NA,NA,NA,4443,33130,NA,123539,NA,740300,NA,4501845,446171,38912,123956,207855,863693,NA,NA,1158800,7577,NA,NA,10723,818,NA,547562,23159,NA,NA,NA,492340,3503,1462243,NA,NA,NA,70902,12165315,13165358,45427,NA,43468,10578,30645,11493,25852,3606,173761,176506,NA,4660,322513,NA,8982,NA,3843,NA,285835,NA,NA,34578,10284,NA,NA,NA,53357,383733,NA,NA,NA,NA,NA,NA,NA,3505,NA,4642543,12992,NA,4594,7800706,13084,NA,52500,NA,NA,12851,NA,1361,1349,NA,16613,716703,NA,NA,10344505,NA,1377751,444448,2357710,595743,2095764,8498,29578101,14665,NA,24054,39075,45921,8528091,1577841,NA,NA,29280,NA,NA,453777,21517,29800,74737,NA,35440884,NA,1120391,NA,95383,1036179,11181,165523,5953,536284,101237,76866,4403612,NA,99447,412007,NA,NA,86508,272265,NA,264378,NA,342036,1025904,236332,9007,16108,5634505,159138,71288,1168790,NA,19852,492019,1620,NA,4471186,NA,96766,NA,NA,27643,11911,7208,437034,901819,505573,NA,NA,NA,13942,NA,635843,2437561,43695,11145246,NA,15967,NA,9356554,2703,20091,10064,303091,NA,4163,6351890,118973,2533769,29063,288929,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,NA,NA,NA,NA,NA,NA,117287,15154,NA,NA,NA,15300,1316223,312,NA,NA,1499,NA,22185,363618,NA,NA,NA,NA,13723,NA,23389,47567,NA,NA,NA,NA,849,39719,NA,NA,NA,842,190827,12398,NA,NA,9004,NA,3895,NA,77584,4961,5741,3807149,NA,NA,104247,NA,NA,NA,6904,NA,30611,NA,NA,6408,2464,NA,NA,NA,NA,134913,NA,NA,NA,NA,NA,NA,NA,NA,NA,975968,NA,NA,NA,6338128,1294,NA,47470,NA,NA,3601,NA,NA,NA,NA,2373,834066,528,NA,28161,NA,13759,NA,52248,18430,1848180,NA,337595,2419,26687,NA,NA,NA,39559,NA,244,NA,NA,23245,NA,NA,NA,18185,NA,NA,NA,NA,961,NA,NA,NA,NA,6122,NA,3676,NA,NA,372180,NA,NA,3671,353,NA,NA,42968,NA,NA,NA,8097,3569,NA,1076,9039,13329,1101376,31103,NA,NA,138463,2324874,NA,NA,NA,NA,NA,NA,27643,NA,204674,NA,29302,398873,2428,NA,NA,NA,1516,NA,154596,352533,NA,85499,NA,NA,4678,21224,NA,NA,3374,81771,1766,2031,514874,327725,9690,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVN,NA,NA,NA,4959,79047,NA,8647,11414,NA,NA,NA,36860,1384061,2319,NA,NA,2019,NA,14250,254320,NA,NA,NA,NA,419840,NA,78585,69981,NA,NA,NA,NA,1181,83157,NA,NA,NA,4404,142868,19670,NA,NA,8539,NA,1278,1530,1121132,NA,3112,421698,NA,NA,115541,NA,NA,NA,5765,NA,26551,NA,NA,3965,NA,NA,NA,NA,NA,78556,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750795,NA,NA,NA,4284003,NA,NA,39234,NA,NA,1070,4451,NA,NA,NA,NA,465024,758,NA,38065,NA,22385,NA,45806,76574,2970865,NA,182304,NA,9106,588,NA,NA,79116,3653,NA,NA,NA,7293,NA,NA,1178,16352,NA,NA,18608,NA,1957,NA,NA,20482,NA,3848,NA,NA,NA,NA,335886,NA,NA,4323,NA,NA,1274,69985,NA,NA,NA,5537,NA,NA,NA,1414,5798,377418,22365,NA,2878,110090,428256,NA,NA,8492,469,NA,NA,11911,204674,NA,NA,13323,347997,2228,NA,839,NA,209,NA,224805,249907,NA,92447,NA,NA,195203,14369,NA,NA,2467,102904,362,NA,485187,38200,14005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7767,NA,NA,NA,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4783,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14694,NA,1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
